@relation artificial_weekday.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
19,19,88,7,0
19,19,88,8.5,1
19,19,85.5,9.5,1
20.5,20.5,80.5,13,1
22.5,22.5,71,14,1
25.5,25.5,57.5,17,1
29.5,29.5,44,21.5,1
30.5,30.5,41.5,21,1
32.5,32.5,37,18.5,1
33,32,31,19.5,1
33,32,32,18.5,1
32.5,31.5,32.5,18,1
31.5,30.5,34,16,1
30,29.5,39,15,1
25.5,26,61,12,1
24.5,24.5,63,15,1
23.5,23.5,67,14,1
22.5,22.5,71,12,1
22,22,73,7,0
21.5,21.5,78,6.5,0
21,21,78,7.5,0
20.5,20.5,83,7,0
20.5,20.5,80.5,7,0
21,21,78,10,0
20,20,83,7,0
20,20,83,11,1
21,21,78,11,1
22.5,22.5,71,14,1
24.5,24.5,63,17,1
26.5,26.5,52.5,10,1
27,27,49.5,14,1
26.5,27,54.5,15.5,1
25.5,25.5,57.5,16,1
26.5,26.5,52.5,17,1
27.5,27.5,45,12,1
27.5,27.5,42.5,12,1
26,26,48,15,1
26,26,48,11,1
24.5,24.5,54,10,1
23,23,55,9,1
22,22,57,6,1
21.5,21.5,58.5,5,1
20.5,20.5,68.5,0,0
20,20,69,6,0
19.5,19.5,71,0,0
19,19,73,5,0
18.5,18.5,80.5,2,0
18,18,83,2,0
18,18,83,2,0
18,18,85.5,3,1
19.5,19.5,80.5,3.5,1
20.5,20.5,75.5,5.5,1
22,22,71,12,1
24,24,63,14,1
25.5,25.5,57.5,16,1
27,28,54,13,1
28.5,28.5,46.5,11,1
30,30,41.5,11,1
29.5,29.5,44,8,1
28,29,51,13,1
26.5,27.5,58,19,1
24.5,24.5,59,18.5,1
22.5,22.5,65,18,1
21.5,21.5,71,16,1
21,21,73,15,1
21,21,73,14,1
20,20,75.5,12,0
20,20,78,11,0
19,19,83,15,0
19,19,83,12,0
19,19,83,12,0
19,19,83,17,0
19,19,83,18,0
18.5,18.5,91,16,0
17.5,17.5,91,16.5,0
17,17,94,11,1
17,17,88,12,1
17,17,88,16,0
16,16,85.5,24,0
16,16,83,19,0
16,16,85.5,17,1
16,16,83,23,0
16.5,16.5,80,20,1
17.5,17.5,68.5,20.5,1
18,18,66,17,1
18,18,62,17.5,1
17,17,66,19.5,1
16.5,16.5,66,20,1
16,16,68,20,0
15.5,15.5,70,22,0
15,15,72,20,0
18,18,73,6.5,0
18,18,70.5,11,0
17,17,73,8,0
17,17,73,4,0
17,17,73,6,0
17,17,73,6.5,0
16.5,16.5,75,6.5,0
16,16,77,5.5,1
16.5,16.5,75,7,1
17.5,17.5,70.5,7.5,1
18,18,68,8,1
20,20,56,6,1
20.5,20.5,54.5,3,1
20,20,58,5,1
20,20,58,7,1
20,20,56,8,1
20,20,58,7.5,1
19,19,68,13,1
19,19,70.5,10,1
18,18,78,8,1
18,18,78,8,1
17.5,17.5,80.5,10,1
17,17,83,8,0
17,17,83,6,0
16.5,16.5,85.5,6,0
16,16,88,6.5,0
16,16,88,5,0
16,16,88,4,0
16,16,88,5,0
16,16,88,6,0
16,16,88,6.5,1
16,16,88,6.5,1
16,16,83,8,1
15.5,15.5,91,9,1
16,16,85.5,9,1
16,16,85.5,10,1
16.5,16.5,80,7,1
17,17,77,7,1
18,18,70.5,6,1
18,18,68,7,1
19,19,64,6.5,1
19,19,62,6.5,1
18,18,66,7,1
18,18,66,5.5,1
17.5,17.5,70.5,5,1
17,17,68,5,1
17,17,70.5,5,0
17,17,73,5,0
16.5,16.5,80,8,0
16,16,83,7,0
16,16,83,6,0
16,16,83,5,0
15.5,15.5,85.5,6.5,0
15,15,88,8,0
15,15,88,7,1
15,15,88,6,1
16,16,85.5,8,1
16.5,16.5,85.5,8,1
18.5,18.5,73,6.5,1
21,21,57,11,1
21.5,21.5,55,12,1
22.5,22,47,12,1
22,22,51.5,14,1
22.5,22.5,50,16,1
22,21,47,18,1
21,21,50,13,1
20,20,53,14,1
19,19,60,9,1
18,18,66,8,1
17,17,73,7,1
16,16,77,9,1
16,16,77,5.5,0
16.5,16.5,80,5.5,0
16,16,80,6.5,0
16,16,77,6,0
16,16,80,6.5,0
16,16,77,6,0
16,16,83,8,0
16,16,83,10,0
16,16,80,11,1
16,16,74.5,13,1
17,17,68,13,1
18.5,18.5,62,14,1
19,19,60,16,1
20,20,56,17,1
19,19,62,16,1
19,19,64,17,1
19,19,73,11,1
19,19,70.5,14,1
20,20,64,16,1
19,19,68,15,1
18,18,73,10,1
17,17,77,10,1
16.5,16.5,80,12,1
16.5,16.5,61,12,1
16,16,59,13,0
16,16,59,12,0
14.5,14.5,61,7,0
14,14,72,9,0
13,13,77,9,0
13,13,77,8,0
12,12,82,7,0
12,12,79.5,10,0
12,12,77,9,1
13.5,13.5,69.5,10,1
14.5,14.5,65,10,1
16.5,16.5,53.5,12,1
17.5,17.5,49,10,1
18.5,18.5,43,8,1
20,20,39,10,1
20,20,38,10,1
20,20,38,12,1
19,19,43,15,1
19,19,43,15,1
18,18,46,15,1
16.5,16.5,52,12,1
15.5,15.5,59,12,1
14.5,14.5,65,12,1
14,14,67,9,1
14,14,72,6,0
14,14,72,9,0
13,13,77,9,0
13,13,77,7,0
13,13,77,8,0
13,13,77,8,0
13,13,77,7.5,0
13,13,77,8,0
14,14,74.5,6.5,1
14.5,14.5,74.5,8.5,1
15.5,15.5,70,12,1
16,16,68,10,1
17,17,64,12,1
16.5,16.5,68,10,1
18,18,60,16,1
18,18,56,19,1
19,19,49,16,1
18.5,18.5,50.5,17,1
18.5,18.5,54,16,1
17.5,17.5,62,15,1
16.5,16.5,66,8,1
16,16,72,9,1
14.5,14.5,77,7,1
14,14,77,6,0
13,13,82,7,0
13,13,85,7,0
13,13,85,6.5,0
13,13,85,6.5,0
15,15,70.5,9.5,0
15.5,15.5,63.5,11,0
14.5,14.5,70,13,0
14.5,14.5,74.5,10,1
15.5,15.5,74.5,9,1
17,17,73,14,1
18,18,66,21.5,1
19,19,64,23,1
19,19,64,27,1
18.5,18.5,70.5,23,1
18,18,78,20,1
19,19,78,22,1
19,19,80.5,20.5,1
20,20,73,19.5,1
19,19,78,21,1
19,19,78,18,1
19,19,78,19,1
18.5,18.5,80.5,16,1
18,18,83,12,1
18,18,83,11,0
17.5,17.5,85.5,15,0
17,17,83,15,0
16,16,91,15,0
15.5,15.5,88,20.5,0
14.5,14.5,85,25,0
14,14,82,22,0
14,14,88,20.5,0
14,14,82,19.5,1
14,14,82,15,1
14.5,14.5,79.5,23,1
16.5,16.5,70,24,1
18.5,18.5,62,21,1
20,20,60.5,23,1
21,21,57,25,1
21.5,21.5,58.5,25,1
21.5,21.5,62.5,25,1
23.5,23.5,59,26,1
22.5,22.5,65,20,1
22,22,65,18,1
20.5,20.5,71,20.5,1
19,19,78,18.5,1
18.5,18.5,80.5,17,1
17.5,17.5,85.5,21.5,1
17,17,88,24,0
17.5,17.5,85.5,26,0
18,18,83,21,0
18,18,83,25,0
19,19,78,24,0
18.5,18.5,85.5,22,0
18,18,88,20,0
18,18,83,25,0
18,18,83,26,0
18,18,83,24,1
18.5,18.5,80.5,24,1
18.5,18.5,80.5,25,1
16.5,16.5,77,31,0
16.5,16.5,80,23,0
17.5,17.5,75,23,1
19,19,62,23,1
19,19,52,32.5,1
20,20,46,30,1
19,19,49,30.5,1
19,19,46,26,1
18,18,46,30,1
17,17,52,26,1
16,16,57,22,1
15,15,65.5,22,1
14.5,14.5,65,21,0
14,14,69.5,19,0
14,14,69.5,21,0
14,14,69.5,17,0
13.5,13.5,69.5,16,0
13,13,74.5,17,0
13,13,74.5,17,0
13,13,77,15,0
13,13,77,15,0
13,13,77,12,1
13.5,13.5,74.5,14,1
15.5,15.5,65.5,18.5,1
16.5,16.5,55.5,22,1
17,17,52,25,1
17.5,17.5,54,19.5,1
18,18,52,20.5,1
19,19,49,21.5,1
18.5,18.5,52,24,1
19,19,49,22,1
18,18,52,20.5,1
17,17,57.5,18.5,1
16,16,68,13,1
14.5,14.5,79.5,13,0
14,14,82,7,0
14,14,82,7,0
13,13,85,7,0
11.5,11.5,79.5,6,0
10,10,82,2,0
10,10,88,4,0
9.5,9.5,88,5,0
9,9,94,4,0
9,8.5,87,5,0
8,7.5,93,5,0
8.5,7.5,87,6,1
10,9.5,84.5,5.5,1
12,12,77,4,1
13.5,13.5,69.5,2,1
15,15,55,11,1
16,16,50,10,1
17,17,45.5,7.5,1
18,18,40,9,1
18,18,40,8.5,1
18,18,40,12,1
17.5,17.5,47.5,13,1
16.5,16.5,53.5,9,1
15.5,15.5,61,7,1
14,14,69.5,10,1
14,14,72,3,1
13.5,13.5,74.5,2,0
13,13,79.5,5,0
13,13,82,6,0
12.5,12.5,88,3,0
13,13,88,9,0
12,12,94,6,0
12,12,94,3,0
11.5,11.5,94,4,0
12.5,12.5,91,0,0
12,12,94,6.5,1
13.5,13.5,91,13,1
15.5,15.5,79.5,26,1
16.5,16.5,72.5,29,1
16.5,16.5,68,29,1
17.5,17.5,62,30,1
17,17,68,27,1
17,17,68,30.5,1
17,17,64,35,1
16.5,16.5,66,35,1
16,16,70,32,1
16,16,72,30.5,1
15.5,15.5,72.5,30.5,1
16,16,68,29.5,1
15.5,15.5,72.5,29,1
15,15,74.5,24,0
15,15,72,26,0
15,15,72,25,0
15,15,70,27,0
14.5,14.5,70,25,0
14,14,72,23,0
14,14,72,23,0
13,13,77,20,0
13,13,72,19,0
13,13,72,20.5,1
14,14,67,29,1
15,15,59,32,1
16,16,57,38,1
15.5,15.5,53.5,41,1
16,16,53.5,38,1
16,16,48,39,1
16,16,50,39,1
15.5,15.5,49.5,39,1
15,15,53,39,1
14,14,55,33,1
14,14,61,30.5,1
13,13,67,25,1
13,13,65,22,1
13,13,65,23,1
13,13,61,22,0
12,12,63,17,0
12,12,65,16,0
12,12,67,11,0
13,13,61,14,0
13,13,59,17,0
12.5,12.5,58.5,18,0
13,13,59,17.5,0
13,13,57,13,0
12,12,63,13,1
12.5,12.5,61,17,1
13,13,59,21,1
14,14,55,29,1
14,14,49.5,30,1
14,14,53,26,1
15,15,48,30.5,1
14.5,14.5,53,22,1
15,15,51,28,1
15,15,55,27,1
14,14,59,24,1
13.5,13.5,65,22,1
13,13,63,19,1
13,13,63,19.5,1
12.5,12.5,65,11,1
12.5,12.5,65,10,0
12.5,12.5,72,9,0
13.5,13.5,69.5,13,0
14,14,67,18,0
14,14,67,18,0
14,14,65,13,0
13.5,13.5,69.5,9,0
13.5,13.5,72,8,0
13.5,13.5,74.5,9.5,0
14,14,72,11,1
13,13,77,6.5,1
13,13,82,6.5,1
14,14,77,6.5,1
13.5,13.5,79.5,10,1
14,14,74.5,11,1
14,14,77,13,1
14,14,77,14,1
14.5,14.5,74.5,11,1
15,15,72,13,1
15,15,70,13,1
15,15,68,12,1
15,15,68,10,1
14,14,77,9,1
14,14,77,7,0
14,14,77,12,0
13,13,85,11,0
11,11,77,8,0
9.5,9,84.5,6,0
9,8,87,6,0
9,9,84.5,4,0
8,7.5,87,5.5,0
8,7.5,87,5.5,0
8,7,87,7,0
8,6.5,87,8,1
8.5,7,84.5,9,1
10,8,76,11,1
10.5,10,74,10,1
11.5,11.5,69.5,15,1
13,13,61,16,1
13,13,63,16,1
13.5,13.5,59,15,1
13.5,13.5,61,13,1
13,13,57,13,1
12.5,12.5,63,14,1
12,12,67,8,1
11,11,74.5,6,1
10.5,10,74,7,1
9.5,8.5,81.5,7,0
9,8.5,87,5,0
9,8.5,82,5,0
8.5,8,84.5,3,0
8,7.5,87,5,0
8,7.5,87,5,0
8,7,87,6,0
7.5,6.5,90,6,0
8,7,87,6,0
7,6,93,6.5,0
7,6,90,6,1
7.5,7,87,3,1
8.5,8,84.5,5,1
9.5,9.5,79,0,1
11.5,11.5,72,5,1
13.5,13.5,65,10,1
14.5,14.5,57,13,1
15,15,59,15,1
15.5,15.5,55.5,14,1
15.5,15.5,55,17.5,1
14.5,14.5,59,18,1
13,13,67,15,1
13,13,67,11,1
12,12,72,6.5,1
12,12,72,5.5,1
12,12,72,5,0
11.5,11.5,77,3,0
12,12,77,5,0
11,11,88,5,0
11,11,85,5,0
10.5,10,91,7,0
11,11,85,7,0
11,11,88,2,0
11,11,88,7.5,0
11,11,88,6.5,1
11,11,88,11,1
12.5,12.5,79.5,12,1
14,14,69.5,21,1
15,15,65.5,23,1
14.5,14.5,65,20.5,1
15,15,63,23,1
15,15,59,24,1
15,15,63,21,1
14.5,14.5,61,21,1
14,14,63,21,1
14,14,65,19.5,1
13,13,69.5,13,1
12,12,82,15,1
11.5,11.5,85,11,0
11,11,88,13,0
11,11,88,14,0
10,8.5,94,9,0
10.5,9.5,91,10,0
10,9,91,9,0
10,9,88,9,0
9.5,7.5,84.5,12,0
9,7,87,13,0
9,7,87,12,0
9,7.5,87,10,1
10,8,88,12,1
10,8,88,11,1
10.5,9.5,85,14,1
12,12,74.5,22.5,1
13,13,65,30.5,1
12.5,12.5,69.5,29,1
13.5,13.5,63,27,1
13,13,65,29.5,1
13,13,65,25,1
12.5,12.5,69.5,25,1
12.5,12.5,69.5,19.5,1
12,12,72,16,1
12.5,12.5,67,17,1
12,12,69.5,19.5,1
12,12,67,18,0
12,12,72,17,0
12,12,72,13,0
11,11,79.5,6.5,0
11,11,77,6.5,0
11.5,11.5,74.5,13,0
11,11,77,11,0
10.5,10.5,79.5,6,0
9.5,9,84.5,6,0
9.5,9.5,84.5,5,1
10,10,82,5,1
11,11,82,6,1
12,12,77,8,1
12.5,12.5,74.5,10,1
13.5,13.5,67.5,17.5,1
14.5,14.5,65,21.5,1
14,14,63,19,1
14,14,63,19.5,1
13.5,13.5,67.5,20.5,1
13,13,69.5,19,1
13,13,72,15,1
13,13,72,14,1
12,12,77,8,1
12,12,77,7,0
12,12,77,7,0
12,12,77,6.5,0
15,15,82,11,0
14.5,14.5,79.5,11,0
13.5,13.5,85,10,0
13,13,88,11,0
13,13,82,11,0
13,13,82,6.5,0
13,13,82,10,0
13,13,82,9,1
13.5,13.5,82,13,1
15,15,74.5,16,1
15,15,72,13,1
16,16,70,18,1
16.5,16.5,66,19,1
17,17,62,22,1
16.5,16.5,66,20,1
17,17,57.5,23,1
16.5,16.5,61,21,1
15.5,15.5,65.5,15,1
13,13,79.5,20.5,1
13,13,82,9,1
13,13,82,13,1
12,12,82,15,0
12,12,82,15,0
12,12,82,12,0
11.5,11.5,85,15,0
11,11,85,18,0
11,11,88,16,0
11,11,88,14,0
11,11,88,16,0
11.5,11.5,85,15,0
12,12,82,17,0
12,12,82,18,1
12.5,12.5,79.5,18.5,1
13,13,77,27,1
13,13,74.5,27,1
13.5,13.5,67.5,30.5,1
13,13,61,31.5,1
13,13,53,32,1
14,14,48,28,1
14,14,48,28,1
13.5,13.5,49.5,28,1
13,13,49,29.5,1
12.5,12.5,52.5,30,1
12,12,54,33,1
11,11,58,29.5,1
11,11,62,26,1
10.5,9,64.5,24,0
10.5,9,69,27,0
10,7,71,24,0
10,7,73.5,23,0
11,11,72,25,0
11,11,72,20.5,0
11,11,77,21,0
11,11,77,22,0
11,11,77,21,0
11,11,77,22,1
11,11,77,21,1
11.5,11.5,74.5,20,1
12,12,72,22,1
12.5,12.5,69.5,20,1
13,13,67,20.5,1
13,13,63,18,1
14,14,59,13,1
14,14,55,15,1
14,14,57,15,1
13.5,13.5,61,16,1
13,13,65,16,1
13,13,67,16,1
12,12,72,15,1
12,12,72,13,1
11.5,11.5,74.5,13,0
11,11,77,15,0
11,11,77,14,0
11,11,77,11,0
10,8,82,11,0
10,8,82,13,0
11,11,79.5,10,0
11,11,82,11,0
11,11,88,12,0
11,11,88,15,1
12,12,82,12,1
12,12,82,13,1
13,13,74.5,18.5,1
13,13,72,20.5,1
14,14,67,18.5,1
14,14,67,19,1
13.5,13.5,69.5,19,1
14,14,65,16,1
13,13,77,11,1
13,13,77,13,1
12,12,74.5,12,1
12,12,77,12,1
11.5,11.5,79.5,13,1
11,11,82,13,0
11,11,82,14,0
10,8,88,14,0
10,8,88,14,0
10,8,88,14,0
10,8,88,15,0
10,8,88,15,0
10,8,88,12,0
10,8,88,14,0
10,8,88,15,0
10,8,88,12,1
10,8,88,14,1
10,8,88,15,1
10.5,9.5,85,15,1
11.5,11.5,79.5,17,1
12,12,77,16,1
13,13,72,14,1
13,13,69.5,15,1
13.5,13.5,65,13,1
13,13,72,12,1
13,13,72,9,1
12,12,77,10,1
12,12,77,9,1
11.5,11.5,79.5,9,1
11,11,82,9,0
10,9.5,88,6.5,0
9.5,8.5,87.5,7,0
10,9,82,8,0
10,9,82,9,0
11,11,72,9,0
10.5,9.5,79.5,9,0
10,8,82,12,0
10,8,79,12,0
10.5,9.5,79.5,14,0
11,11,79.5,14,1
11,11,77,11,1
11,11,77,13,1
11.5,11.5,77,15,1
13,13,67,13,1
13,13,72,14,1
13,13,69.5,15,1
13.5,13.5,69.5,13,1
14,14,67,14,1
13.5,13.5,65,16,1
13,13,72,14,1
13,13,72,11,1
12,12,72,6.5,1
12,12,72,6.5,1
11.5,11.5,74.5,7,0
11,11,77,6,0
11,11,77,6,0
11,11,77,6.5,0
11,11,77,2,0
11,11,77,4,0
11,11,79.5,2,0
11,11,82,5,0
10.5,10.5,79.5,4,0
10,10,82,4,0
10,10,82,6,1
10,10,88,4,1
11,11,79.5,6,1
11,11,79.5,6,1
12,12,77,5,1
13,13,74.5,6,1
13,13,72,6,1
13.5,13.5,72,7,1
14,14,69.5,7,1
14,14,72,9,1
13,13,77,8,1
13,13,77,9,1
13,13,77,8,1
13,13,79.5,5,1
12,12,85,3,1
12,12,88,2,0
11,11,94,0,0
11,11,94,2,0
10,10,94,4,0
10.5,10.5,94,0,0
12,12,94,7.5,0
12,12,91,6.5,0
12,12,94,7,0
12,12,94,7.5,0
12,12,94,6.5,1
12,12,94,7,1
13,13,88,7.5,1
14,14,79.5,14,1
15,15,72,22,1
15.5,15.5,70,16,1
16.5,16.5,66,19.5,1
16.5,16.5,63.5,22,1
16,16,65.5,19,1
16,16,68,19.5,1
15,15,72,17,1
15,15,72,16,1
14.5,14.5,74.5,14,1
14,14,77,13,1
13,13,82,13,1
13,13,85,11,0
13,13,85,12,0
12,12,88,13,0
12,12,88,13,0
11.5,11.5,91,16,0
11,11,94,11,0
10.5,9.5,94,17,0
10.5,9.5,91,14,0
11,11,88,15,0
11,11,88,14,1
11,11,88,14,1
10.5,9.5,91,16,1
10.5,9.5,91,16,1
11.5,11.5,85,16,1
13,13,77,14,1
15,15,63,21,1
16,16,59,19.5,1
16,16,61,25,1
15,15,68,21.5,1
15,15,68,19.5,1
15,15,68,16,1
14.5,14.5,70,18,1
14,14,72,17,1
14,14,77,19.5,1
14,14,77,19.5,0
14,14,74.5,23,0
14,14,72,24,0
14,14,72,24,0
14,14,72,22,0
13.5,13.5,74.5,17.5,0
13,13,77,18,0
13,13,77,17,0
13,13,77,20,0
12,12,82,18.5,1
12.5,12.5,79.5,18.5,1
13.5,13.5,77,19.5,1
15,15,72,18,1
16,16,68,14,1
16,16,68,12,1
16,16,68,13,1
16,16,72,12,1
16.5,16.5,70,10,1
16,16,72,10,1
16,16,72,9,1
16,16,72,8,1
15,15,77,5,1
15,15,77,0,1
14,14,82,2,1
14.5,14.5,82.5,5.5,0
15,15,82,6.5,0
12,12,100,8,0
12.5,12.5,97,8,0
12,12,94,9,0
11.5,11.5,97,7,0
11,11,97,7.5,0
11,11,94,6.5,0
10,9.5,100,6.5,0
10,10,100,6,1
10.5,10,97,6.5,1
11,11,94,5,1
11.5,11.5,97,3,1
13.5,13.5,88,5,1
15.5,15.5,74.5,6.5,1
16.5,16.5,70,9,1
17,17,73,8,1
17,17,70.5,10,1
15.5,15.5,74.5,9,1
14.5,14.5,79.5,8,1
13.5,13.5,85,7,1
13,13,88,7,1
12,12,91,6,1
12,12,94,2,1
11,11,94,4,0
11,11,94,0,0
10,10,100,0,0
10,10,97,2,0
9.5,9.5,94,2,0
9,9,97,2,0
9,9,100,2,0
8.5,8,97,5,0
9,9,94,4,1
9,8,94,7.5,1
10,9,94,8,1
10,9,100,9,1
10.5,9.5,94,12,1
12,12,88,13,1
13,13,82,10,1
13,13,82,12,1
13,13,82,11,1
12,12,88,18,1
12,12,82,16,1
11.5,11.5,79.5,16,1
11,11,77,13,1
11,11,69.5,12,1
10,9,71,9,1
10,9,71,8,1
9.5,8.5,71,8,0
8.5,7.5,73.5,6.5,0
7,6,81,6.5,0
7,5,81,9,0
6,4.5,87,6.5,0
6,4.5,87,6.5,0
6,4,84,11,0
7,4,81,16,0
6.5,4.5,78.5,11,0
6.5,4,78.5,13,1
7.5,5,73.5,13,1
8,5.5,71,14,1
8.5,6,66.5,14,1
9.5,7.5,60,15,1
10,8,56,16,1
11,11,50,16,1
11,11,50,17,1
11,11,50,11,1
10,8.5,56,10,1
9,8.5,62,5,1
9,8,64,6.5,1
8,8,66,2,1
7.5,7,71,3,1
7.5,7,73.5,5,0
6.5,5.5,78.5,6,0
6,4.5,81,6.5,0
5.5,3.5,78.5,9,0
5,4,84,6,0
5,3,81,8,0
5,3.5,81,6.5,0
5,4,81,6,0
4.5,2.5,84,9,0
4,2,87,8,0
4,2,87,8,1
5,3,81,8,1
6.5,4.5,78.5,9,1
8.5,7,68.5,10,1
10,8,58,14,1
11,11,52,17,1
11.5,11.5,52.5,17,1
11,11,54,14,1
11,11,58,10,1
10.5,10.5,60,6,1
10.5,10,62.5,8,1
10,9,67,7,1
10,8,71,13,1
10,8,71,16,1
9,7,76,14,0
9,8,76,7,0
8.5,7.5,79,6.5,0
8.5,7,79,9,0
8.5,7,79,8,0
9,8,76,7,0
9,7.5,76,10,0
9,7.5,76,10,0
9,7,76,11,0
9,7.5,76,11,0
10,8,71,11,1
10,8,71,11,1
10.5,9.5,71.5,12,1
11,11,72,13,1
12,12,72,13,1
11.5,11.5,77,14,0
11,11,82,7.5,0
10,10,88,6,0
9.5,9,84.5,4.5,0
9.5,8.5,84.5,7,0
9,8.5,87,5,1
9,8.5,87,5,1
9.5,8.5,91,7.5,1
9,7.5,84.5,10,0
8,7,87,7,0
8,6,82,9,0
7,5,87,13,0
7,3,81,23,0
7,3,81,22,0
7,3.5,81,21,0
7,3.5,81,20.5,0
6.5,3,81,20.5,0
6,2.5,81,19.5,0
6,2,81,20,0
6,2,81,20,1
7,3.5,78.5,21,1
7.5,4,73.5,23,1
8,5,71,22,0
9,6,66,19.5,0
8.5,5.5,68.5,19,0
9,6,66,19,0
8.5,5.5,68.5,19.5,0
8,5,71,18,0
8,5.5,68.5,13,1
6.5,5,73.5,8.5,1
6,4.5,76,6.5,1
5.5,3.5,78.5,8,1
5,3,81,9,0
5,3,81,9,0
4.5,2,84,10,0
4,1,84,11,0
4,1.5,81,11,0
3,0,87,9,0
4,1,81,12,0
3,0,87,11,0
3,0,84,11,0
3,0,81,11,0
3,0,81,11,0
3,0,84,10,1
3,-0.5,81,13,1
4,2,75,9,1
5.5,2.5,70.5,13,0
6,3,68.5,15,0
6,3.5,68.5,13,1
6.5,4,61.5,13,1
6.5,3.5,59,16,1
6,3,66,13,1
6,4,66,8,1
6,4,66,8,1
6,4,66,9,1
5.5,3.5,68,9,1
5.5,3.5,68,8,1
5.5,4,68,7.5,0
5,2,73,13,0
5,2,84,13,0
5,1,87,19.5,0
5,1,93,22,0
5,0.5,93,25,0
6,2,93,22,0
7,4,93,17,0
7.5,4.5,93,15,0
8,6,93,11,0
8,6,93,12,0
8,6,93,11,1
8,7,93,6.5,1
8,6,93,11,0
8,4.5,84.5,26.5,0
8,5,82,22,0
8.5,5,76.5,25,0
9,6,71,25,0
9,6,76,20.5,1
9,6,73.5,21,1
9,6,76,22,1
9,6,76,23,1
8,5,82,19,1
8,4.5,82,22,1
8,5,82,20,0
7.5,4.5,84.5,20,0
7,4.5,84,15,0
6.5,3,87,18.5,0
6,3,87,18,0
6,3,87,18,0
6,3.5,87,12,0
6,3,87,14,0
6,3,87,14,0
6,3,87,17,0
7,4,84,17,1
7.5,4.5,84.5,17,1
8,5,87,19,1
9,6,82,19.5,1
10.5,9,74,19.5,1
11,11,72,21,1
11,11,67,22,1
10.5,9,67,20.5,0
9.5,7.5,69,16,1
9,7,71,14.5,1
9.5,6.5,69,21,1
9,6,73.5,20.5,1
8.5,5.5,73.5,22,1
8,5,76,22,0
8,5,76,18,0
8,5,76,16,0
7.5,4.5,78.5,16,0
7,4.5,78.5,14,0
7,5,76,11,0
6,3,81,15,0
6,3,81,16,0
6,3,81,13,0
6,4,81,9,0
5,2.5,87,9,0
5,3.5,87,6.5,1
5.5,5.5,84,4,1
6.5,6,78.5,5,1
8,7,73.5,6.5,1
9.5,9.5,64,4,1
10.5,10.5,58,2,1
11,11,52,5.5,1
10,9,58,7,1
10,9,58,8,1
9,8,64,8,1
8,6,71,10,1
7.5,5.5,73.5,10,1
7.5,4.5,73.5,15,1
7,4,76,16,0
6,3.5,81,14,0
6,5,81,6,0
6,3.5,84,13,0
7,6,87,7,0
7,5.5,87,8,0
7,5.5,87,9,0
7,5.5,87,7.5,0
7.5,5.5,87,9,0
8,7,87,7,0
8.5,7.5,79,6.5,0
9,7.5,82,10,1
10,9,82,8,1
10,8.5,85,9,1
11,11,82,15,1
12,12,82,15,0
12,12,85,21,0
12.5,12.5,85,20,0
13,13,82,18,0
13,13,82,19,1
13,13,82,19.5,1
13,13,88,19,1
13,13,88,19,1
13,13,88,19,1
13,13,88,19,1
13,13,88,18.5,0
13,13,88,18,0
13,13,88,18,0
13,13,88,17,0
13,13,88,19,0
13,13,88,17,0
13,13,88,19.5,0
13,13,94,16,0
13,13,94,18,0
13,13,94,20,0
13,13,94,17.5,1
14,14,88,19,1
14.5,14.5,85,21,1
15,15,85,16,1
15,15,85,14,1
16,16,83,12,1
16,16,80,13,1
16,16,83,14,1
16,16,83,14,1
15.5,15.5,85.5,15,1
15,15,88,14,1
15,15,88,15,1
14.5,14.5,88,18,1
14,14,88,18,1
14,14,88,18,0
14,14,88,18,0
14,14,88,21,0
14,14,88,17,0
14,14,88,19.5,0
14,14,88,18,0
14,14,88,20.5,0
14,14,88,23,0
14,14,88,23,0
14,14,88,23,0
14,14,85,23,1
14,14,82,22,1
13.5,13.5,74.5,30.5,1
13.5,13.5,69.5,26,1
14,14,67,28,1
14,14,67,25,1
13.5,13.5,69.5,25,1
14,14,67,29.5,1
14,14,67,29,1
13,13,72,30.5,1
13,13,72,19.5,1
11,11,88,25.5,1
11,11,88,16,1
11,11,88,17,1
11,11,82,17.5,0
11,11,82,17,0
10.5,9,79.5,19.5,0
10,8,76,16,0
9,6.5,82,16,0
9,6,82,18.5,0
9.5,7,76.5,19,0
9,6,76,17,0
8.5,5.5,79,18,0
9,6,73.5,18,0
9,6,71,18,1
9,6,71,17,1
10,7.5,67,19.5,1
10,8,71,18,1
11.5,11.5,74.5,27,1
12.5,12.5,69.5,25,1
13.5,13.5,63,30.5,1
13,13,67,37,1
12,12,65,31.5,1
11,8.5,67,39,1
10,6,67,33,1
10,7,67,27,1
10,7.5,67,21.5,1
9.5,6.5,64,24,1
9,6.5,66,15,0
9,6,66,18.5,0
9,6,66,18,0
8,4.5,71,23.5,0
7,2.5,73.5,29.5,0
6,2,78.5,23,0
6,2,76,23,0
5.5,1.5,78.5,23,0
5,1.5,81,18,0
5,0,76,26,0
5,1,76,24,1
5,0.5,76,24,1
6.5,3,73.5,22,1
7,4,66,19,1
7,3.5,66,20.5,1
7.5,4,61.5,21,1
8,5,62,22,1
8,5,64,21,1
7.5,4,64,22,1
6.5,3.5,71,16.5,1
6,4,73.5,11,1
6,4,71,9,1
6,3,71,13,1
6,3.5,71,13,0
6,3.5,71,12,0
